artist,album,track,uri,track_id,album_name,track_name,duration_ms,explicit,popularity,danceability,energy,mode,speechiness,acousticness,instrumentalness,liveness,valence,track_genre,artist_1,artist_2,artist_3,tempo_scaled,loudness_scaled
frank ocean,blonde,nights,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,7eqoqgkkwgoawnnhx90uez,blonde,nights,307151,1,80,0.457,0.551,0,0.167,0.427,1.15e-06,0.113,0.428,soul,frank ocean,,,0.3692700885886626,0.2008800171710667
nas,illmatic,represent,spotify:track:6DPrhGVJ1WTZvM9fKptnGe,6dprhgvj1wtzvm9fkptnge,illmatic,represent,252600,1,64,0.708,0.832,1,0.318,0.02,2.8e-06,0.189,0.618,hardcore,nas,,,0.379780747168943,0.1065250053659584
elvis costello & the attractions,armed forces,senior service,spotify:track:0Smdso1k3t3PfefnIBHSJw,185xqjbxx9ulvp2upzbxmm,armed forces (remastered 2020),senior service,138066,0,28,0.798,0.716,1,0.0637,0.0225,0.000617,0.205,0.916,power-pop,elvis costello & the attractions,,,0.544832601942705,0.2756600128783001
the staple singers,the very best of the staple singers,i'll take you there,spotify:track:5YLnfy7R2kueN0BRPkjiEG,0bbrzwjljjiwkmveuiqqf4,(70's) seventies collected volume 2,i'll take you there,194506,0,0,0.864,0.594,1,0.0448,0.156,8.34e-05,0.111,0.841,soul,the staple singers,,,0.4173199875088342,0.2021893110109466
mac miller,swimming,what's the use?,spotify:track:2dgrYdgguVZKeCsrVb9XEs,5y8dbjknfwyppxuwqmpscr,r'n'b studying,what's the use?,288640,1,0,0.759,0.492,0,0.12,0.736,0.0102,0.107,0.561,hip-hop,mac miller,,,0.4313273507223509,0.2218716462760249
arctic monkeys,favourite worst nightmare,505,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,0bxe4fqsdd1ot4yubxwapp,favourite worst nightmare,505,253586,0,88,0.526,0.866,1,0.0568,0.00287,7.78e-05,0.0945,0.248,garage,arctic monkeys,,,0.5763440330029749,0.1249409744580383
erroll garner,body & soul,the way you look tonight,spotify:track:7hGFA8fDklYlgyQ0aXuOll,6xfbq2w0pbnqhxl7phk9ok,thanksgiving party,the way you look tonight,194800,0,0,0.626,0.255,0,0.0423,0.938,0.875,0.0814,0.622,piano,erroll garner,,,0.536105221636014,0.3851470272590684
black uhuru,sinsemilla,sinsemilla,spotify:track:7ERRjAcL8i6vdKkaRGDdQc,0qb8jmmkrjiq21ynt6efez,sinsemilla,sinsemilla,311293,0,41,0.842,0.562,0,0.0995,0.0178,0.0263,0.0798,0.725,dub,black uhuru,sly & robbie,,0.539454004569137,0.2341704228375187
hozier,hozier,from eden,spotify:track:0bkW98npv8EsWQ2fXFzK56,0bkw98npv8eswq2fxfzk56,hozier,from eden,283466,0,63,0.395,0.676,1,0.0498,0.608,4.86e-05,0.117,0.315,singer-songwriter,hozier,,,0.5872861298752527,0.117171066752522
nirvana,nevermind,smells like teen spirit,spotify:track:1f3yAtsJtY87CTmM8RLnxf,4ceeeom32jqch3en9q2dgj,nevermind (remastered),smells like teen spirit,301920,0,83,0.502,0.912,1,0.0564,2.55e-05,0.000173,0.106,0.72,alt-rock,nirvana,,,0.4797634896372631,0.0977677613221721
nick drake,pink moon,road,spotify:track:5ir0VEsMI7cLhN6SEiaKol,5ir0vesmi7clhn6seiakol,pink moon,road,119450,0,56,0.586,0.426,0,0.0362,0.842,0.815,0.0898,0.793,british,nick drake,,,0.6203178672977993,0.1861343635973384
krs-one,i got next,step into a world (rapture's delight),spotify:track:5xXL4i9L2ZbKBtENNh8fWY,7jezfu4sgdnb9cxwx8n2vw,a retrospective,step into a world (rapture's delight),290306,0,37,0.801,0.805,1,0.256,0.00731,0.00824,0.105,0.652,hardcore,krs-one,,,0.390270861068652,0.1702511268512556
musical youth,anthology,pass the dutchie,spotify:track:1BkY0N8ChFk2mdLbAUu8ZK,1bky0n8chfk2mdlbauu8zk,anthology,pass the dutchie,205426,0,78,0.805,0.418,1,0.0979,0.459,0.0,0.288,0.966,reggae,musical youth,,,0.6152063507716582,0.3084996780424984
metro boomin,not all heroes wear capes,space cadet (feat. gunna),spotify:track:1fewSx2d5KIZ04wsooEBOz,1fewsx2d5kiz04wsooeboz,not all heroes wear capes (deluxe),space cadet (feat. gunna),203266,1,81,0.901,0.464,0,0.0645,0.368,1.71e-05,0.238,0.638,hip-hop,metro boomin,gunna,,0.4478904721989382,0.2100880017171067
mc l da vinte,parado no bailão,parado no bailão,spotify:track:3Hb9kUdm4yf839Fle4RIdT,3hb9kudm4yf839fle4ridt,parado no bailão,parado no bailão,171692,0,69,0.828,0.599,1,0.149,0.381,0.0,0.0775,0.478,funk,mc l da vinte,mc gury,,0.3555585687753727,0.0348358016741791
nick drake,bryter layter,one of these things first,spotify:track:6wuekNiL0KqFbvfdwuequN,0hnvju6jkydhts0sajhcno,bryter layter,one of these things first,290733,0,60,0.604,0.37,1,0.0362,0.836,0.346,0.0954,0.666,british,nick drake,,,0.3711971796262511,0.395986263146598
jefferson airplane,surrealistic pillow,white rabbit,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,4vpekl0vmgdaxpziqb2dtd,surrealistic pillow,white rabbit,150640,0,72,0.551,0.293,1,0.0272,0.486,0.000273,0.0864,0.322,blues,jefferson airplane,,,0.4388261591308778,0.2683408456750376
zach bryan,heading south,heading south,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,3qfszxyoxpyjtvlg4jx9hj,single saturday night - country songs,heading south,210304,1,0,0.617,0.378,1,0.0662,0.808,2.33e-05,0.179,0.345,country,zach bryan,,,0.4039043110957711,0.1525434642627173
bounty killer,wu-chronicles: chapter 2,eyes a bleed (rza remix),spotify:track:6oIIBqYXNQeJ8VfUmlJ5pe,0oc7nir0afizcqvvr2ls5d,wu tang vs. shaolin masters,eyes a bleed (rza remix),284040,1,20,0.678,0.832,1,0.286,0.0636,0.00672,0.0861,0.348,j-dance,bounty killer,,,0.7889116250020545,0.1475638549044859
al green,gets next to you,tired of being alone,spotify:track:10vkYRKw6Jjr7try1ir50G,0lejvioqslqb8djcllqkbf,gets next to you,tired of being alone,172320,0,23,0.772,0.397,1,0.0391,0.339,0.00541,0.0753,0.617,blues,al green,,,0.4025278174974935,0.1842455462545611
the rolling stones,aftermath,"paint it, black",spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,3j5pa2wr1gja17a8vhww23,halloween hits,"paint it, black",224133,0,1,0.496,0.858,0,0.0922,0.0133,0.0675,0.349,0.773,british,the rolling stones,,,0.6561560080863863,0.1701223438506117
the chats,high risk behaviour,pub feed,spotify:track:6Rz6yXr3RWpYdGst26tSYF,0zwnkqet9eb1t8rxo1wccy,pub feed,pub feed,146000,0,35,0.546,0.967,1,0.0437,0.00355,1.83e-05,0.451,0.773,garage,the chats,,,0.398147691599691,0.1323459969950633
jpegmafia,lp!,dirty!,spotify:track:3DS5qjkZLta7vu6U1nLj35,3ds5qjkzlta7vu6u1nlj35,lp!,dirty!,120986,1,53,0.694,0.923,0,0.0793,0.153,0.0,0.0582,0.676,industrial,jpegmafia,,,0.4893619644001775,0.0230950847821421
crystal castles,crystal castles,crimewave,spotify:track:7dxQFzp8zZzgDkaYEXQZIv,3tjlim0xq3fkza0rpinrrq,crystal castles,crimewave,258453,0,69,0.746,0.691,0,0.0403,0.184,0.0259,0.205,0.888,hardcore,crystal castles,,,0.4929983728612987,0.1616655934749946
xxxtentacion,?,infinity (888) - feat. joey bada$$,spotify:track:7J2gyNghNTzl4EsLhXp01Q,7j2gynghntzl4eslhxp01q,?,infinity (888) - feat. joey bada$$,176590,1,74,0.562,0.579,0,0.484,0.274,0.0,0.102,0.577,emo,xxxtentacion,joey bada$$,,0.3457382114622881,0.1456750375617086
nas,it was written,street dreams,spotify:track:0QnGI4OgY8ReggLWvEXdgD,0qngi4ogy8regglwvexdgd,it was written,street dreams,279933,1,60,0.752,0.611,0,0.315,0.21,0.0,0.778,0.746,hardcore,nas,,,0.373884423844978,0.1863060742648636
taylor swift,1989,blank space,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,1u8c2t2cy7ubog4arrcf5g,1989 (deluxe),blank space,231826,0,85,0.76,0.703,1,0.054,0.103,0.0,0.0913,0.57,pop,taylor swift,,,0.3944455401607415,0.1161408027473707
fela kuti,expensive shit,expensive shit,spotify:track:0sGVPD9nqrwUipu6pQmx4c,2ybjff19omukrc7dep7lfz,expensive shit,expensive shit,793200,0,36,0.612,0.876,0,0.11,0.22,0.399,0.0863,0.677,afrobeat,fela kuti,afrika 70,,0.5089574807290896,0.1645632109894828
protoje,ten cane row (feat. jorja smith),ten cane row (feat. jorja smith),spotify:track:1ObD1mQ91u4yBK46EYNCgl,1obd1mq91u4ybk46eyncgl,ten cane row (feat. jorja smith),ten cane row (feat. jorja smith),209586,0,59,0.658,0.611,1,0.079,0.226,0.0,0.126,0.502,dancehall,protoje,jorja smith,,0.3060705422152096,0.1081777205408887
aim,cold water music,the force,spotify:track:39qTXRJZd7omJi2KZCd0nJ,39qtxrjzd7omji2kzcd0nj,cold water music,the force,245946,0,50,0.922,0.701,0,0.0868,0.0128,0.000822,0.0941,0.54,trip-hop,aim,qnc,,0.4190950479101951,0.1433354797166774
frankie valli,the very best of frankie valli & the 4 seasons,can't take my eyes off you,spotify:track:6ft9PAgNOjmZ2kFVP7LGqb,6ft9pagnojmz2kfvp7lgqb,the very best of frankie valli & the 4 seasons,can't take my eyes off you,203240,0,70,0.575,0.764,1,0.0746,0.566,1.07e-05,0.0692,0.536,disco,frankie valli,,,0.5087725786039479,0.1598411676325392
bad bunny,un verano sin ti,me porto bonito,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,6sq7ltf9qa7snfbsv5cogx,un verano sin ti,me porto bonito,178567,1,97,0.911,0.712,0,0.0817,0.0901,2.68e-05,0.0933,0.425,latin,bad bunny,chencho corleone,,0.3780426671926105,0.1095514058810904
the notorious b.i.g.,ready to die,big poppa - 2005 remaster,spotify:track:2g8HN35AnVGIk7B8yMucww,2g8hn35anvgik7b8ymucww,ready to die (the remaster),big poppa - 2005 remaster,252746,1,79,0.78,0.575,0,0.273,0.43,0.0,0.143,0.773,hardcore,the notorious b.i.g.,,,0.3471722301661654,0.1555269371109681
the rolling stones,let it bleed,you can't always get what you want,spotify:track:6lFZbCc7pn6Lme1NP7qQqQ,6lfzbcc7pn6lme1np7qqqq,let it bleed,you can't always get what you want,448720,0,68,0.32,0.62,1,0.0594,0.64,6.36e-05,0.253,0.472,british,the rolling stones,,,0.3547121279358348,0.2078772268727194
curtis mayfield,sweet exorcist,make me believe in you,spotify:track:1yw66ZPsfqblI4PFcEdIKe,4y4qe9hvy6vyeva4ctibah,thanksgiving party,make me believe in you,328920,0,0,0.772,0.76,0,0.0478,0.241,0.00615,0.032,0.927,funk,curtis mayfield,,,0.4570698354781979,0.1892251556127925
jpegmafia,all my heroes are cornballs,free the frail,spotify:track:5r7OKhOQl2vM8SZnCXSQk1,5r7okhoql2vm8szncxsqk1,all my heroes are cornballs,free the frail,210569,1,56,0.553,0.509,1,0.353,0.515,0.0,0.154,0.264,industrial,jpegmafia,helena deland,,0.6314366484229903,0.17072333118695
sister nancy,one two,bam bam,spotify:track:7ixiCZEHWHc8FxaQXQh2P4,7ixiczehwhc8fxaqxqh2p4,one two,bam bam,196506,0,67,0.722,0.605,1,0.153,0.825,0.0178,0.248,0.709,dancehall,sister nancy,,,0.6820751770951464,0.13026400515132
johnny osbourne,"soul jazz records presents 100% dynamite! ska, soul, rocksteady and funk in jamaica",we need love,spotify:track:1yQjhh7qrimZ9OPMX7WIsD,1xs9iuebzks8rnqpfptfcc,reggae & the beach,we need love,217360,0,28,0.781,0.507,1,0.162,0.668,3.74e-06,0.159,0.767,dancehall,johnny osbourne,,,0.433151718357083,0.2161837304142519
snoop dogg,mac and devin go to high school (music from and inspired by the movie),"young, wild & free (feat. bruno mars)",spotify:track:2g7uRZ68eLtv74XrxgdT2q,6ybhspuoar1d9wssnfe7ds,mac and devin go to high school (music from and inspired by the movie),"young, wild & free (feat. bruno mars)",207346,0,68,0.553,0.652,1,0.206,0.0897,0.0,0.111,0.551,funk,snoop dogg,wiz khalifa,bruno mars,0.3883150074782637,0.1434642627173213
jackie mittoo,keyboard king at studio one,wall street,spotify:track:1AqdE3WGQHiHpAnsXQogWK,1vscxuyea7x1hsp1hxlqzb,the keyboard king at studio one,wall street,434600,0,29,0.827,0.359,1,0.0909,0.332,0.703,0.0911,0.684,afrobeat,jackie mittoo,,,0.5564362375293789,0.2760678257136725
big sean,dark sky paradise,i don't fuck with you,spotify:track:7FYH5AW3bVfZHJIQpq3UOA,0myb6mfi5o76ebuwkefalj,mientras hago aromaterapia,i don't fuck with you,284386,1,0,0.824,0.733,1,0.0614,0.0362,0.0,0.325,0.395,hip-hop,big sean,e-40,,0.4025565800502934,0.1174715604206911
eagles,eagles,take it easy - 2013 remaster,spotify:track:4yugZvBYaoREkJKtbG08Qr,4yugzvbyaorekjktbg08qr,eagles (2013 remaster),take it easy - 2013 remaster,211577,0,77,0.575,0.67,1,0.0318,0.343,4.95e-06,0.129,0.74,country,eagles,,,0.571926926680144,0.2229877656149388
akon,trouble,lonely,spotify:track:6ls5ulRydoPE7oWGPGBqFA,4v7dcn09hgxkkazefkzndq,trouble deluxe edition,lonely,235800,1,81,0.634,0.526,0,0.0333,0.339,0.0,0.257,0.623,dance,akon,,,0.3701617277254573,0.1691350075123417
nas,god's son,i can,spotify:track:2NPxL1QqPrD1a7OLHjVcAP,2npxl1qqprd1a7olhjvcap,god's son,i can,253720,0,59,0.837,0.885,0,0.182,0.103,0.0,0.0666,0.694,hardcore,nas,,,0.3916350278585868,0.0839879802532732
protoje,ancient future,who knows,spotify:track:0HBEM5CMp4Yg3Ne7orJzBX,43camhdrava3njp2zgkjdi,ancient future,who knows,208466,0,58,0.683,0.724,0,0.0988,0.0909,0.0,0.339,0.741,dancehall,protoje,chronixx,,0.3325444175993952,0.0951921013092939
omar apollo,ivory,invincible (feat. daniel caesar),spotify:track:7jhxagwOk9y1HC5ciRfmkQ,7jhxagwok9y1hc5cirfmkq,ivory,invincible (feat. daniel caesar),216160,0,70,0.555,0.474,0,0.0668,0.224,0.00426,0.162,0.262,soul,omar apollo,daniel caesar,,0.5542543924527061,0.2512341704228376
eek-a-mouse,wa-do-dem,ganja smuggling,spotify:track:5iynCtpEY7mx4ou54tHBPH,5iynctpey7mx4ou54thbph,wa-do-dem,ganja smuggling,228760,0,59,0.78,0.427,0,0.126,0.128,1.75e-05,0.0697,0.526,dub,eek-a-mouse,,,0.2944669066285357,0.1796522858982614
elvis costello & the attractions,this year's model,pump it up - 2021 remaster,spotify:track:3oyc1mIdCBGaU55wX7otqM,3oyc1midcbgau55wx7otqm,this year's model (2021 remaster),pump it up - 2021 remaster,196680,0,62,0.645,0.809,1,0.0385,0.00921,0.00108,0.106,0.966,power-pop,elvis costello & the attractions,,,0.5710517232878064,0.1313371968233527
nas,illmatic,halftime,spotify:track:2PRsh2LNPxoxC9OnErnelg,2prsh2lnpxoxc9onernelg,illmatic,halftime,260799,1,61,0.766,0.793,0,0.166,0.0303,8.09e-06,0.173,0.652,hardcore,nas,,,0.3777139523034695,0.1424554625456107
2pac,me against the world,dear mama,spotify:track:6tDxrq4FxEL2q15y37tXT9,6tdxrq4fxel2q15y37txt9,me against the world,dear mama,280000,1,72,0.773,0.54,1,0.103,0.371,0.0,0.131,0.322,funk,2pac,,,0.3456231612510888,0.1528654217643271
jamie xx,in colour,gosh,spotify:track:79Jl8KMvmnXedTjjW6pJan,79jl8kmvmnxedtjjw6pjan,in colour,gosh,291018,0,55,0.752,0.459,0,0.0692,0.017,0.784,0.0918,0.38,garage,jamie xx,,,0.5729911411337376,0.2636617299849753
cafuné,running,tek it,spotify:track:751srcHf5tUqcEa9pRCQwP,27a6qf7xh4dxwe28inozw4,tek it - new noise,tek it,191823,0,0,0.423,0.913,1,0.0655,6.53e-05,0.0,0.269,0.596,indie,cafuné,,,0.6039930641158391,0.1148959004078129
quavo,hotel lobby (unc & phew),hotel lobby (unc & phew),spotify:track:0QNNd0qMCDbraS1nQPg3aA,33bbzasdhm9wsulnc9it8f,hardcore energy,hotel lobby (unc & phew),142657,1,3,0.821,0.636,1,0.169,0.142,0.0,0.233,0.163,hip-hop,quavo,takeoff,,0.5257835741169896,0.0961150461472419
ali farka touré,talking timbuktu (with ry cooder),ai du (with ry cooder),spotify:track:3c6wivu78aLN7ZXp8UbpaI,5ksszupy892gga1bldn9ey,talking timbuktu (with ry cooder),ai du (with ry cooder),429973,0,16,0.57,0.225,0,0.029,0.306,0.0586,0.0689,0.408,afrobeat,ali farka touré,,,0.6236543234225794,0.3684696286756814
nick drake,five leaves left,saturday sun,spotify:track:1drLQNS9D5z9lBP4DbtO2R,1drlqns9d5z9lbp4dbto2r,five leaves left,saturday sun,245013,0,57,0.546,0.121,1,0.0343,0.966,0.011,0.101,0.144,british,nick drake,,,0.5223361767171244,0.4348143378407383
watchhouse,blindfaller,wildfire,spotify:track:0EIS2zaB3aQGtKOvzrodOU,6vfy0sgs4j4jpfqh8kk4xa,blindfaller,wildfire,329893,0,60,0.648,0.352,1,0.0278,0.692,0.262,0.106,0.173,bluegrass,watchhouse,,,0.4990754893742912,0.2169778922515561
onyx,bacdafucup,slam,spotify:track:0W2mz7mvaBaEsC4rmoRNPn,0w2mz7mvabaesc4rmornpn,bacdafucup,slam,218333,1,62,0.876,0.71,1,0.347,0.0654,0.00312,0.918,0.724,hardcore,onyx,,,0.4039289647124566,0.2770336982185017
kraftwerk,the man-machine,the model - 2009 remaster,spotify:track:1FL9DHDSED6lxNMDJUJQvB,1fl9dhdsed6lxnmdjujqvb,the man-machine (2009 remaster),the model - 2009 remaster,220533,0,59,0.708,0.683,0,0.0344,0.00122,0.643,0.121,0.463,techno,kraftwerk,,,0.5078727215949247,0.166709594333548
sheryl crow,sheryl crow,if it makes you happy,spotify:track:0lfPPoWG4b3OmhieJ2YDF0,4rh57rwrqo2prkwygagrb2,los clásicos del pop 90s,if it makes you happy,325373,0,1,0.53,0.753,1,0.0286,0.0463,0.000109,0.105,0.306,singer-songwriter,sheryl crow,,,0.391984287428299,0.1104314230521571
art farmer,art,"goodbye, old girl",spotify:track:5eFFsShr8vchESCk8HGxvn,5effsshr8vchesck8hgxvn,art,"goodbye, old girl",274333,0,51,0.45,0.0288,1,0.0467,0.994,0.895,0.118,0.358,jazz,art farmer,,,0.5376049833177193,0.3731916720326251
pearl jam,ten,even flow,spotify:track:6QewNVIDKdSl8Y3ycuHIei,6qewnvidkdsl8y3ycuhiei,ten,even flow,292580,0,76,0.394,0.944,0,0.0761,0.00178,4.54e-06,0.298,0.265,alt-rock,pearl jam,,,0.4328271124040563,0.1396222365314445
jeff buckley,grace,hallelujah,spotify:track:3pRaLNL3b8x5uBOcsgvdqM,3pralnl3b8x5ubocsgvdqm,grace,hallelujah,413826,0,71,0.324,0.136,1,0.0318,0.931,0.00117,0.176,0.0831,singer-songwriter,jeff buckley,,,0.3996186907285965,0.2216999356084996
ray charles,"ray charles (aka: hallelujah, i love her so)",ain't that love,spotify:track:7iqWZNpHBAK5jE6e9gPKj9,3xrasa4unume8umwonqip9,thanksgiving party,ain't that love,173906,0,0,0.751,0.467,1,0.327,0.303,0.0,0.163,0.774,blues,ray charles,,,0.4853064444554016,0.2046361880231809
el gran combo de puerto rico,aqui no se sienta nadie!,brujeria,spotify:track:0k1hbeZodoEw34FAdbh8xM,0k1hbezodoew34fadbh8xm,aqui no se sienta nadie!,brujeria,205813,0,65,0.795,0.623,1,0.0461,0.565,1.09e-05,0.062,0.96,salsa,el gran combo de puerto rico,,,0.3822543267097283,0.1153466409100666
the daktaris,soul explosion,voodoo soul stew,spotify:track:7u6wS9qBAc4I5pEgmGAUEH,1yhkandvozmyvnomgv7gs6,soul explosion,voodoo soul stew,267360,0,16,0.822,0.68,0,0.211,0.441,0.0513,0.0645,0.965,afrobeat,the daktaris,,,0.4118961918380093,0.1501609787508049
nelly furtado,loose,maneater,spotify:track:4wH4dJgrsxONID6KS2tDQM,6ipiavfjdeogzinxygt1x3,happy haunted halloween tunes,maneater,265426,0,1,0.799,0.721,1,0.0508,0.0214,0.000341,0.335,0.66,latin,nelly furtado,,,0.5455146853376723,0.1120626743936468
nick drake,pink moon,pink moon,spotify:track:4KROoGIaPaR1pBHPnR3bwC,4kroogiapar1pbhpnr3bwc,pink moon,pink moon,124000,0,70,0.642,0.427,1,0.0402,0.871,0.0904,0.124,0.404,british,nick drake,,,0.338346235392732,0.1817986692423268
prince fatty,supersize,shimmy shimmy ya,spotify:track:2A0wCdXcNJbHUuw4VTq94A,2a0wcdxcnjbhuuw4vtq94a,supersize,shimmy shimmy ya,176066,0,45,0.657,0.748,1,0.178,0.472,0.0,0.33,0.534,dub,prince fatty,horseman,,0.3741761583090905,0.1200257566001288
r.e.m.,out of time,losing my religion,spotify:track:31AOj9sFz2gM0O3hMARRBx,7omo1b9cb4zpypleve32oy,90's music grandi successi,losing my religion,268426,0,0,0.666,0.854,0,0.0295,0.179,1.2e-06,0.0986,0.803,alt-rock,r.e.m.,,,0.5162344065874463,0.1083923588752951
john denver,rocky mountain high,rocky mountain high,spotify:track:1ne9wOtDF2jM6Cm8WBkaER,1ne9wotdf2jm6cm8wbkaer,rocky mountain high,rocky mountain high,283640,0,67,0.455,0.437,1,0.0278,0.314,0.0,0.501,0.724,folk,john denver,,,0.3344509639564124,0.2449023395578451
house of pain,house of pain (fine malt lyrics),jump around,spotify:track:3TZwjdclvWt7iPJUnMpgcs,6jymsawdhk2yj4e0ynbifh,house of pain (fine malt lyrics),jump around,214946,0,65,0.854,0.71,0,0.0795,0.0113,9.06e-05,0.166,0.818,hard-rock,house of pain,,,0.4392165080617327,0.1356299635114832
beenie man,many moods of moses,who am i,spotify:track:4PaV16f3DUo9QxbQMUzMKH,7dxymyjbh5y4bq2umda50y,sampler 17,who am i,196160,0,21,0.597,0.826,1,0.431,0.159,0.0,0.293,0.55,j-dance,beenie man,,,0.3533931594431569,0.1294269156471346
jimi hendrix,are you experienced,red house,spotify:track:3XxBSvDZKH5YvZZjTpn6eR,3xxbsvdzkh5yvzzjtpn6er,are you experienced,red house,230360,0,58,0.277,0.479,0,0.0495,0.585,0.0224,0.16,0.483,psych-rock,jimi hendrix,,,0.2214922012392551,0.1820562352436145
canned heat,on the road again,on the road again,spotify:track:4zuHizF9ydEXDaAtwU2eAK,6iwxhgvbdkyumydhvgxrat,the best of canned heat,on the road again,206333,0,51,0.496,0.156,1,0.0419,0.777,0.0,0.232,0.205,psych-rock,canned heat,,,0.5322058412635801,0.3661300708306504
chet baker,chet baker sings,i get along without you very well (except sometimes) - vocal version,spotify:track:4gFlHAye7To29Fs4UszQUH,4gflhaye7to29fs4uszquh,chet baker sings,i get along without you very well (except sometimes) - vocal version,179640,0,60,0.442,0.033,1,0.041,0.922,0.000171,0.151,0.21,jazz,chet baker,,,0.4246174580477623,0.4949989268083279
judas priest,painkiller,painkiller,spotify:track:0L7zm6afBEtrNKo6C6Gj08,0l7zm6afbetrnko6c6gj08,painkiller,painkiller,365826,0,68,0.435,0.987,0,0.16,0.000195,0.0847,0.268,0.101,hard-rock,judas priest,,,0.4238778495471952,0.1001502468340845
sheff g,one and only,"no suburban, pt. 2",spotify:track:3VayB5gLZGODx8b7RO1y5f,3vayb5glzgodx8b7ro1y5f,one and only,"no suburban, pt. 2",153561,1,71,0.85,0.458,1,0.339,0.476,0.0,0.26,0.616,r-n-b,sheff g,,,0.5915758591785415,0.1678257136724619
peter tosh,the essential peter tosh (the columbia years),brand new second hand,spotify:track:0AHN4UkOsCF6zj8gWJiRig,27flikun4tls9ddabrjnbr,legalize it (legacy edition),brand new second hand,244813,0,25,0.719,0.627,1,0.201,0.129,5.08e-06,0.127,0.815,dub,peter tosh,,,0.3071840639021744,0.2454389353938614
bon jovi,slippery when wet,livin' on a prayer,spotify:track:37ZJ0p5Jm13JPevGcx4SkF,4we0b3ysbf7utflqtns2em,обратно в клас - rock,livin' on a prayer,250626,0,1,0.527,0.89,1,0.0338,0.0678,0.000162,0.222,0.818,metal,bon jovi,,,0.5033200203803231,0.0715604206911355
buena vista social club,buena vista social club,candela,spotify:track:1caT2YklnqZq35IcQ0oRLj,1cat2yklnqzq35icq0orlj,buena vista social club,candela,329200,0,14,0.516,0.623,1,0.0362,0.747,0.000214,0.27,0.825,world-music,buena vista social club,,,0.4159065134855283,0.2712384631895257
the pharcyde,bizarre ride ii the pharcyde,passin' me by,spotify:track:4KkwBjTLeXmBSIwLFqwlKU,4g3dzn9o3o2x4vkwt4clts,bizarre ride ii the pharcyde,passin' me by,303493,0,70,0.759,0.756,0,0.266,0.0903,2.36e-06,0.265,0.613,hardcore,the pharcyde,,,0.3577198691714741,0.1748014595406739
molchat doma,этажи,судно (борис рижий),spotify:track:6DONTnamNDOJdO6DzCu71p,1shb1hp6267uk9bjquxyvo,этажи,судно (борис рижий),141394,0,75,0.484,0.75,1,0.0685,0.697,0.862,0.105,0.467,indie,molchat doma,,,0.6573969067928931,0.0896115046147242
led zeppelin,houses of the holy,the rain song - remaster,spotify:track:3JLrri1xSCui3bzITDJbkk,3jlrri1xscui3bzitdjbkk,houses of the holy (remaster),the rain song - remaster,459093,0,60,0.336,0.318,1,0.0263,0.317,0.0716,0.111,0.24,hard-rock,led zeppelin,,,0.3273178508620548,0.2449238033912857
the prodigy,invaders must die,omen,spotify:track:144adL7pGHEWRwute2wxzZ,2ymkmpk4b51730eabio2kd,invaders must die,omen,216026,0,17,0.542,0.955,1,0.0435,0.00097,0.154,0.309,0.586,breakbeat,the prodigy,,,0.5753044721660667,0.1110324103884954
the alchemist,bread,e. coli (feat. earl sweatshirt),spotify:track:3GXSywNvYLAVUCtjMHkKDh,3gxsywnvylavuctjmhkkdh,bread,e. coli (feat. earl sweatshirt),132147,1,72,0.322,0.555,0,0.129,0.208,0.00437,0.325,0.397,hardcore,the alchemist,earl sweatshirt,,0.3945359367552553,0.1872719467696931
zach bryan,"burn, burn, burn","burn, burn, burn",spotify:track:5jfhLCSIFUO4ndzNRh4w4G,6zqh4uulj3rardfyaejq9n,burn burn burn - hot country hits,"burn, burn, burn",268856,0,0,0.508,0.296,1,0.0755,0.897,5e-05,0.11,0.134,country,zach bryan,,,0.3391187153822132,0.2256278171281391
the beatles,rubber soul,in my life - remastered 2009,spotify:track:3KfbEIOC7YIv90FIfNSZpo,3kfbeioc7yiv90fifnszpo,rubber soul (remastered),in my life - remastered 2009,146333,0,74,0.688,0.435,1,0.0323,0.449,0.0,0.113,0.435,british,the beatles,,,0.4242024555002219,0.2437862202189311
the doors,the doors,the end,spotify:track:5UgT7w6zVZjP3oyawMzbiK,5ugt7w6zvzjp3oyawmzbik,the doors,the end,703373,1,61,0.347,0.302,1,0.0291,0.163,9.17e-05,0.14,0.0332,psych-rock,the doors,,,0.4343227651496474,0.2597767761322171
eddie kendricks,slick,intimate friends,spotify:track:35YSCRS2BshfXYdNAQxrs8,7h3jkr6vi3uwetyrksvukg,the ultimate collection: eddie kendricks,intimate friends,353533,0,33,0.547,0.436,1,0.027,0.464,0.000698,0.0595,0.639,disco,eddie kendricks,,,0.6156994231053695,0.255097660442155
50 cent,get rich or die tryin',in da club,spotify:track:7iL6o9tox1zgHpKUfh9vuC,7il6o9tox1zghpkufh9vuc,get rich or die tryin',in da club,193466,1,83,0.899,0.713,0,0.366,0.255,0.0,0.0708,0.777,hip-hop,50 cent,,,0.3700138060253439,0.059047005795235
